transaction_id,timestamp,amount_usd,customer_email,email_domain,billing_country,shipping_country,ip_country,card_bin,payment_method,account_age_days,purchases_last_24h,product_category,device_type,is_chargeback
TXN000368,2024-09-27 15:04:26,55.94,luis.brown661@protonmail.com,protonmail.com,US,US,US,411111,debit_card,540,0,clothing,desktop,0
TXN000369,2024-05-17 15:55:37,38.37,jane.smith219@gmx.com,gmx.com,DE,DE,DE,601611,bank_transfer,379,0,clothing,tablet,0
TXN000370,2024-11-02 14:53:57,97.53,john.lee837@yahoo.com,yahoo.com,GB,GB,GB,532532,debit_card,33,0,beauty,mobile,0
TXN000371,2024-03-25 03:22:58,12.53,luis.wilson920@outlook.com,outlook.com,FR,FR,FR,601109,bank_transfer,281,2,electronics,tablet,0
TXN000372,2024-12-01 22:22:27,538.33,anna.lee460@mail.com,mail.com,MX,MX,MX,601109,credit_card,1969,1,beauty,tablet,0
TXN000373,2024-12-09 16:13:06,200.7,maria.davis294@gmx.com,gmx.com,CO,CO,CO,540540,debit_card,275,1,sporting_goods,desktop,0
TXN000374,2024-02-07 03:29:30,22.22,david.rodriguez46@outlook.com,outlook.com,AR,AR,AR,540540,credit_card,653,0,prepaid_card,mobile,0
TXN000375,2024-08-24 03:09:09,19.62,mike.johnson599@yahoo.com,yahoo.com,GB,GB,GB,601611,bank_transfer,964,1,books,mobile,0
TXN000376,2024-12-08 23:56:57,18.73,emma.rodriguez843@hotmail.com,hotmail.com,CA,CA,CA,411111,bank_transfer,1842,2,clothing,tablet,0
TXN000377,2024-04-27 22:17:34,145.27,anna.lee925@yahoo.com,yahoo.com,US,US,US,601611,paypal,1418,1,sporting_goods,desktop,0
TXN000378,2024-01-25 16:21:04,52.73,maria.jones534@outlook.com,outlook.com,AU,AU,AU,411111,debit_card,1684,2,beauty,tablet,0
TXN000379,2024-11-15 13:13:01,17.56,luis.lee83@gmx.com,gmx.com,MX,MX,MX,411111,credit_card,676,1,books,tablet,0
TXN000380,2024-06-22 00:43:56,52.29,maria.smith62@hotmail.com,hotmail.com,BR,BR,BR,601109,debit_card,210,2,prepaid_card,mobile,0
TXN000381,2024-01-10 21:09:36,65.2,luis.rodriguez599@protonmail.com,protonmail.com,AU,AU,AU,448100,bank_transfer,613,1,jewelry,desktop,0
TXN000382,2024-11-02 16:35:56,66.99,luis.brown599@icloud.com,icloud.com,FR,FR,FR,411111,debit_card,409,0,home_appliances,desktop,0
TXN000383,2024-09-04 18:49:02,42.0,chris.wilson66@icloud.com,icloud.com,AU,AU,AU,411111,credit_card,140,0,sporting_goods,tablet,0
TXN000384,2024-01-26 15:55:32,130.95,ana.rodriguez998@hotmail.com,hotmail.com,DE,DE,DE,424242,paypal,1157,0,clothing,tablet,0
TXN000385,2024-04-04 09:59:01,50.87,lisa.wilson911@protonmail.com,protonmail.com,FR,FR,FR,448100,bank_transfer,903,1,home_appliances,tablet,0
TXN000386,2024-01-07 15:42:15,175.29,david.jones309@gmx.com,gmx.com,DE,DE,DE,601611,debit_card,511,1,electronics,mobile,0
TXN000387,2024-12-14 12:40:51,270.87,emma.garcia152@yahoo.com,yahoo.com,DE,DE,DE,601109,credit_card,1763,2,sporting_goods,mobile,0
TXN000388,2024-01-10 02:32:31,75.26,jane.wilson662@icloud.com,icloud.com,CA,CA,CA,448100,paypal,1768,0,sporting_goods,tablet,0
TXN000389,2024-10-17 11:40:41,17.41,ana.johnson400@protonmail.com,protonmail.com,AR,AR,AR,448100,credit_card,1069,0,prepaid_card,desktop,0
TXN000390,2024-07-05 14:43:38,42.66,lisa.wilson744@protonmail.com,protonmail.com,AR,AR,AR,424242,debit_card,1737,2,beauty,desktop,0
TXN000391,2024-07-31 16:44:07,104.77,lisa.smith718@icloud.com,icloud.com,AU,AU,AU,448100,bank_transfer,1874,1,books,tablet,0
TXN000392,2024-10-23 05:35:14,179.37,emma.davis63@mail.com,mail.com,CO,CO,CO,373737,debit_card,379,2,prepaid_card,desktop,0
TXN000393,2024-11-22 15:53:31,28.54,lisa.lee342@icloud.com,icloud.com,US,US,US,540540,bank_transfer,586,0,clothing,tablet,0
TXN000394,2024-02-16 12:15:27,22.09,ana.wilson895@icloud.com,icloud.com,CA,CA,CA,411111,paypal,236,1,sporting_goods,desktop,0
TXN000395,2024-01-07 12:36:29,16.93,jane.wilson662@hotmail.com,hotmail.com,US,US,US,601109,credit_card,1060,2,books,tablet,0
TXN000396,2024-02-15 11:35:08,56.98,tom.rodriguez476@protonmail.com,protonmail.com,FR,FR,FR,601611,paypal,481,0,home_appliances,tablet,0
TXN000397,2024-09-06 02:46:04,62.46,jane.brown925@gmail.com,gmail.com,CO,CO,CO,601109,debit_card,953,0,beauty,desktop,0
TXN000398,2024-07-26 12:28:13,47.39,sarah.smith441@outlook.com,outlook.com,US,US,US,373737,debit_card,1982,1,beauty,tablet,0
TXN000399,2024-01-31 14:49:05,519.68,jane.wilson244@icloud.com,icloud.com,US,NG,NG,601611,credit_card,201,1,electronics,desktop,1
TXN000400,2024-03-26 12:25:46,83.13,emma.johnson570@icloud.com,icloud.com,CA,CA,CA,532532,credit_card,173,1,sporting_goods,mobile,0
TXN000401,2024-07-15 02:13:01,189.63,48dkwqxy3@mail.com,mail.com,US,US,PK,372345,credit_card,137,2,electronics,mobile,1
TXN000402,2024-09-23 12:40:20,85.08,peter.rodriguez73@yahoo.com,yahoo.com,MX,MX,MX,411111,bank_transfer,548,0,jewelry,tablet,0
TXN000403,2024-05-05 08:14:05,17.02,ana.brown718@protonmail.com,protonmail.com,CA,CA,CA,601611,paypal,658,0,home_appliances,desktop,0
TXN000404,2024-12-12 14:48:21,110.98,peter.jones551@gmx.com,gmx.com,GB,GB,GB,411111,paypal,373,1,prepaid_card,mobile,0
TXN000405,2024-12-28 04:03:54,61.98,maria.lee348@outlook.com,outlook.com,CA,CA,CA,532532,paypal,1656,1,electronics,desktop,0
TXN000406,2024-10-06 14:27:09,43.33,jane.wilson326@outlook.com,outlook.com,BR,BR,BR,424242,paypal,619,2,electronics,desktop,0
TXN000407,2024-06-14 19:21:25,120.35,emma.johnson949@gmx.com,gmx.com,US,US,US,532532,debit_card,1,9,electronics,mobile,1
TXN000408,2024-11-16 04:03:22,41.91,john.davis653@gmail.com,gmail.com,CA,CA,CA,532532,credit_card,1070,0,sporting_goods,mobile,0
TXN000409,2024-09-22 16:22:45,17.73,david.jones813@mail.com,mail.com,CA,CA,CA,532532,debit_card,1848,1,jewelry,tablet,0
TXN000410,2024-07-08 15:34:25,13.82,anna.lee102@icloud.com,icloud.com,MX,MX,MX,411111,debit_card,1065,0,jewelry,mobile,0
TXN000411,2024-06-10 23:31:03,162.48,maria.wilson657@yahoo.com,yahoo.com,US,US,US,601611,bank_transfer,1053,2,electronics,tablet,0
TXN000412,2024-10-30 19:07:01,15.48,peter.johnson106@gmail.com,gmail.com,CO,CO,CO,540540,debit_card,792,0,clothing,desktop,0
TXN000413,2024-07-22 07:57:02,124.3,ana.rodriguez537@icloud.com,icloud.com,AR,AR,AR,424242,paypal,955,0,electronics,tablet,0
TXN000414,2024-03-07 18:13:54,292.11,emma.lee560@hotmail.com,hotmail.com,FR,FR,FR,448100,debit_card,1565,1,sporting_goods,tablet,0
TXN000415,2024-12-30 22:21:24,26.91,david.johnson96@hotmail.com,hotmail.com,AU,AU,AU,601109,credit_card,539,0,books,tablet,0
TXN000416,2024-01-25 22:43:39,145.35,david.davis24@protonmail.com,protonmail.com,DE,DE,DE,411111,paypal,1078,0,clothing,desktop,0
TXN000417,2024-09-10 16:18:42,429.93,n6dgpgjqns@gmail.com,gmail.com,AU,AU,BD,372345,credit_card,3,2,prepaid_card,mobile,1
TXN000418,2024-08-27 10:08:57,61.28,emma.wilson727@yahoo.com,yahoo.com,GB,GB,GB,411111,paypal,234,2,sporting_goods,mobile,0
TXN000419,2024-08-01 22:49:35,108.65,maria.jones505@mail.com,mail.com,FR,FR,FR,448100,credit_card,817,0,sporting_goods,desktop,0
TXN000420,2024-01-19 23:06:14,90.33,emma.garcia549@outlook.com,outlook.com,MX,MX,MX,601109,credit_card,571,0,home_appliances,tablet,0
TXN000421,2024-06-28 19:08:41,183.92,jane.garcia923@gmail.com,gmail.com,DE,DE,DE,540540,bank_transfer,386,2,clothing,tablet,0
TXN000422,2024-11-21 18:08:14,86.72,tom.garcia106@outlook.com,outlook.com,FR,FR,FR,540540,paypal,1009,0,prepaid_card,mobile,0
TXN000423,2024-03-28 10:20:08,593.62,lisa.garcia272@mail.com,mail.com,US,PK,RO,532532,credit_card,612,1,prepaid_card,desktop,1
TXN000424,2024-09-09 10:00:51,178.47,david.garcia272@hotmail.com,hotmail.com,US,RO,US,601611,prepaid,550,3,jewelry,tablet,1
TXN000425,2024-11-09 10:40:54,97.18,anna.davis377@gmail.com,gmail.com,MX,MX,MX,424242,bank_transfer,354,2,sporting_goods,desktop,0
TXN000426,2024-12-13 13:16:42,118.07,david.smith417@outlook.com,outlook.com,CA,CA,CA,540540,credit_card,240,0,electronics,tablet,0
TXN000427,2024-07-07 09:22:49,64.74,anna.garcia511@icloud.com,icloud.com,GB,GB,GB,601611,credit_card,1857,2,beauty,mobile,0
TXN000428,2024-04-24 13:38:49,68.64,mike.garcia687@gmail.com,gmail.com,AU,AU,AU,424242,debit_card,748,1,beauty,desktop,0
TXN000429,2024-09-12 08:39:08,366.15,alex.martinez412@outlook.com,outlook.com,CO,CO,CO,601611,paypal,901,2,home_appliances,mobile,0
TXN000430,2024-06-26 10:44:48,125.97,david.garcia840@outlook.com,outlook.com,MX,MX,MX,411111,credit_card,213,1,home_appliances,desktop,0
TXN000431,2024-08-16 21:17:14,220.39,chris.martinez979@protonmail.com,protonmail.com,AR,AR,AR,532532,paypal,1032,2,jewelry,tablet,0
TXN000432,2024-09-27 17:12:27,57.14,luis.jones795@outlook.com,outlook.com,BR,BR,BR,373737,paypal,707,0,clothing,desktop,0
TXN000433,2024-09-16 06:05:20,180.35,tom.davis123@hotmail.com,hotmail.com,AR,AR,AR,540540,paypal,1657,2,jewelry,mobile,0
TXN000434,2024-03-29 14:44:38,15.38,alex.brown997@outlook.com,outlook.com,MX,MX,MX,540540,paypal,902,1,clothing,tablet,0
TXN000435,2024-10-02 20:46:42,168.74,david.garcia125@icloud.com,icloud.com,MX,MX,MX,424242,bank_transfer,512,0,clothing,desktop,0
TXN000436,2024-07-16 18:35:44,153.96,peter.wilson880@icloud.com,icloud.com,GB,GB,GB,601109,credit_card,373,2,jewelry,tablet,0
TXN000437,2024-12-05 17:31:02,96.32,tom.davis966@hotmail.com,hotmail.com,CA,CA,CA,601109,debit_card,546,2,jewelry,mobile,0
TXN000438,2024-08-28 16:55:59,99.87,sarah.lee236@yahoo.com,yahoo.com,GB,GB,GB,601611,bank_transfer,736,1,books,desktop,0
TXN000439,2024-11-21 12:14:00,40.23,alex.martinez398@gmail.com,gmail.com,CO,CO,CO,601109,credit_card,860,1,jewelry,desktop,0
TXN000440,2024-12-23 06:21:49,21.63,jane.jones927@icloud.com,icloud.com,AR,AR,AR,601109,debit_card,1311,1,clothing,tablet,0
TXN000441,2024-12-28 23:53:27,92.83,emma.jones476@mail.com,mail.com,AR,AR,AR,601109,paypal,963,2,home_appliances,desktop,0
TXN000442,2024-09-28 19:36:03,43.04,john.brown261@gmail.com,gmail.com,BR,BR,BR,411111,bank_transfer,501,1,home_appliances,tablet,0
TXN000443,2024-08-06 00:18:26,128.41,david.martinez914@gmx.com,gmx.com,GB,GB,GB,448100,credit_card,1352,2,prepaid_card,mobile,0
TXN000444,2024-02-13 02:49:34,180.81,chris.wilson413@mail.com,mail.com,CA,CA,CA,601109,debit_card,888,0,beauty,mobile,0
TXN000445,2024-05-20 22:26:43,396.98,emma.jones541@icloud.com,icloud.com,FR,FR,FR,540540,bank_transfer,1426,0,books,desktop,0
TXN000446,2024-06-22 11:55:15,255.67,david.wilson344@yahoo.com,yahoo.com,CA,CA,CA,424242,debit_card,1283,0,prepaid_card,desktop,0
TXN000447,2024-10-11 21:24:05,153.56,peter.wilson444@hotmail.com,hotmail.com,FR,FR,FR,601109,debit_card,1451,2,clothing,desktop,0
TXN000448,2024-08-02 21:37:55,48.56,tom.jones332@outlook.com,outlook.com,CA,CA,CA,540540,credit_card,763,1,home_appliances,tablet,0
TXN000449,2024-06-09 06:47:12,12.3,luis.brown297@gmx.com,gmx.com,CO,CO,CO,601109,debit_card,76,2,prepaid_card,mobile,0
TXN000450,2024-02-23 12:25:07,21.72,ana.garcia996@protonmail.com,protonmail.com,DE,DE,DE,448100,bank_transfer,1095,0,beauty,tablet,0
TXN000451,2024-09-18 06:26:44,145.04,david.smith888@yahoo.com,yahoo.com,FR,FR,FR,373737,paypal,512,1,beauty,mobile,0
TXN000452,2024-06-06 16:01:21,47.39,chris.brown490@icloud.com,icloud.com,GB,GB,GB,411111,bank_transfer,1427,0,prepaid_card,tablet,0
TXN000453,2024-01-14 04:36:33,10.89,maria.garcia808@gmail.com,gmail.com,CO,CO,CO,601611,debit_card,875,1,prepaid_card,desktop,0
TXN000454,2024-04-13 15:53:27,44.01,sarah.garcia201@gmail.com,gmail.com,AU,AU,AU,373737,debit_card,1460,2,books,tablet,0
TXN000455,2024-11-17 00:03:51,21.31,john.smith799@gmail.com,gmail.com,BR,BR,BR,532532,paypal,914,1,books,mobile,0
TXN000456,2024-02-13 08:55:45,20.02,peter.garcia509@yahoo.com,yahoo.com,DE,DE,DE,448100,credit_card,516,0,electronics,tablet,0
TXN000457,2024-05-28 05:49:58,45.3,luis.wilson153@outlook.com,outlook.com,MX,MX,MX,424242,debit_card,783,0,beauty,tablet,0
TXN000458,2024-07-05 21:29:14,52.78,anna.wilson630@icloud.com,icloud.com,CO,CO,CO,373737,debit_card,677,1,electronics,tablet,0
TXN000459,2024-01-31 13:34:54,13.91,mike.garcia699@gmx.com,gmx.com,US,US,US,540540,bank_transfer,1265,2,electronics,desktop,0
TXN000460,2024-03-01 10:56:44,68.16,luis.davis483@mail.com,mail.com,FR,FR,FR,540540,credit_card,1517,0,home_appliances,mobile,0
TXN000461,2024-12-09 04:46:48,57.8,anna.brown674@gmx.com,gmx.com,BR,BR,BR,601611,credit_card,935,1,electronics,tablet,0
TXN000462,2024-08-03 13:06:27,181.3,jane.smith9@gmail.com,gmail.com,BR,BR,BR,448100,credit_card,699,1,clothing,mobile,0
TXN000463,2024-03-17 18:34:50,62.17,alex.johnson391@hotmail.com,hotmail.com,DE,DE,DE,532532,bank_transfer,1531,1,clothing,tablet,0
TXN000464,2024-03-02 22:32:42,67.47,ana.brown950@icloud.com,icloud.com,CO,CO,CO,601611,bank_transfer,164,0,sporting_goods,mobile,0
TXN000465,2024-06-04 09:26:24,61.22,chris.rodriguez64@yahoo.com,yahoo.com,FR,FR,FR,373737,credit_card,112,0,home_appliances,tablet,0
TXN000466,2024-09-21 02:41:29,223.49,jane.wilson137@protonmail.com,protonmail.com,FR,FR,FR,540540,bank_transfer,866,0,sporting_goods,desktop,0
TXN000467,2024-09-23 14:15:35,98.64,mike.rodriguez756@outlook.com,outlook.com,MX,MX,MX,424242,credit_card,1792,0,beauty,tablet,0
TXN000468,2024-03-12 06:18:59,211.48,john.brown876@gmx.com,gmx.com,MX,MX,MX,411111,paypal,1384,2,home_appliances,mobile,0
TXN000469,2024-09-21 20:29:27,81.15,emma.johnson496@yahoo.com,yahoo.com,CA,CA,CA,424242,debit_card,1284,1,sporting_goods,desktop,0
TXN000470,2024-11-23 03:27:26,167.56,anna.brown413@outlook.com,outlook.com,FR,FR,FR,373737,credit_card,319,0,prepaid_card,tablet,0
TXN000471,2024-03-23 14:43:06,103.42,mike.brown671@yahoo.com,yahoo.com,CA,CA,CA,373737,credit_card,283,0,electronics,tablet,0
TXN000472,2024-01-10 13:35:38,39.78,anna.martinez642@outlook.com,outlook.com,AR,AR,AR,601611,credit_card,698,1,electronics,tablet,0
TXN000473,2024-12-15 23:52:47,76.5,jane.johnson415@yahoo.com,yahoo.com,DE,DE,DE,373737,debit_card,373,2,clothing,mobile,0
TXN000474,2024-07-09 12:41:49,21.56,mike.wilson69@outlook.com,outlook.com,DE,DE,DE,532532,debit_card,181,0,sporting_goods,desktop,0
TXN000475,2024-10-10 09:44:59,135.93,alex.garcia765@mail.com,mail.com,GB,GB,GB,411111,debit_card,1452,2,prepaid_card,mobile,0
TXN000476,2024-04-26 20:07:03,42.34,anna.wilson614@outlook.com,outlook.com,BR,BR,BR,532532,debit_card,1101,1,prepaid_card,tablet,0
TXN000477,2024-04-19 04:43:03,14.58,tom.smith310@mail.com,mail.com,FR,FR,FR,411111,debit_card,1203,1,electronics,tablet,0
TXN000478,2024-03-23 03:40:13,61.17,anna.wilson99@gmx.com,gmx.com,CA,CA,CA,424242,bank_transfer,951,2,home_appliances,mobile,0
TXN000479,2024-03-20 05:06:22,77.42,sarah.smith46@icloud.com,icloud.com,AU,AU,AU,424242,bank_transfer,766,2,home_appliances,desktop,0
TXN000480,2024-06-21 03:14:25,19.79,john.jones474@protonmail.com,protonmail.com,AR,AR,AR,448100,bank_transfer,563,0,jewelry,tablet,0
TXN000481,2024-02-08 14:40:06,59.86,sarah.rodriguez741@outlook.com,outlook.com,MX,MX,MX,411111,bank_transfer,475,1,jewelry,desktop,0
TXN000482,2024-11-03 08:05:28,44.84,alex.jones351@gmail.com,gmail.com,GB,GB,GB,373737,credit_card,1189,1,sporting_goods,mobile,0
TXN000483,2024-07-05 14:20:56,10.5,peter.johnson431@protonmail.com,protonmail.com,FR,FR,FR,424242,debit_card,46,1,books,mobile,0
TXN000484,2024-11-30 01:49:41,182.35,sarah.rodriguez208@outlook.com,outlook.com,BR,BR,BR,601611,debit_card,556,0,prepaid_card,desktop,0
TXN000485,2024-07-02 07:11:02,88.22,alex.johnson519@protonmail.com,protonmail.com,US,US,US,601611,paypal,1103,0,home_appliances,mobile,0
TXN000486,2024-04-20 16:27:28,299.21,lisa.wilson422@gmail.com,gmail.com,AR,AR,AR,601109,bank_transfer,630,1,electronics,mobile,0
TXN000487,2024-07-06 22:38:55,67.32,maria.johnson476@gmx.com,gmx.com,GB,GB,GB,532532,debit_card,1657,0,electronics,mobile,0
TXN000488,2024-02-26 07:10:26,81.69,jane.johnson502@gmx.com,gmx.com,BR,BR,BR,373737,debit_card,1231,2,beauty,mobile,0
TXN000489,2024-10-27 19:03:02,188.33,lisa.martinez391@icloud.com,icloud.com,BR,BR,BR,448100,credit_card,103,2,electronics,desktop,0
TXN000490,2024-09-19 20:25:49,40.4,david.wilson511@yahoo.com,yahoo.com,AU,AU,AU,448100,debit_card,1200,2,home_appliances,tablet,0
TXN000491,2024-02-23 17:03:24,80.95,lisa.lee719@yahoo.com,yahoo.com,US,US,US,448100,paypal,1942,1,home_appliances,tablet,0
TXN000492,2024-07-31 10:18:31,54.92,jane.johnson984@icloud.com,icloud.com,MX,MX,MX,532532,paypal,322,1,sporting_goods,mobile,0
TXN000493,2024-07-15 08:49:34,52.52,lisa.garcia434@gmail.com,gmail.com,US,US,US,424242,credit_card,212,0,home_appliances,desktop,0
TXN000494,2024-03-14 08:54:05,196.02,ana.lee216@outlook.com,outlook.com,US,US,US,601100,debit_card,1,5,electronics,mobile,1
TXN000495,2024-02-14 13:28:54,24.64,peter.rodriguez968@yahoo.com,yahoo.com,MX,MX,MX,448100,credit_card,669,0,clothing,mobile,0
TXN000496,2024-10-04 12:11:27,148.34,sarah.rodriguez95@gmail.com,gmail.com,FR,FR,FR,601611,paypal,1513,2,sporting_goods,mobile,0
TXN000497,2024-04-06 09:00:27,24.78,emma.jones364@protonmail.com,protonmail.com,BR,BR,BR,411111,credit_card,1013,0,sporting_goods,desktop,0
TXN000498,2024-07-08 09:49:50,42.67,chris.rodriguez891@outlook.com,outlook.com,BR,BR,BR,601611,debit_card,154,2,prepaid_card,desktop,0
TXN000499,2024-03-31 09:56:48,14.45,mike.wilson37@gmx.com,gmx.com,MX,MX,MX,601611,credit_card,343,2,beauty,mobile,0
TXN000500,2024-08-26 11:44:31,92.73,emma.johnson88@mail.com,mail.com,FR,FR,FR,424242,bank_transfer,603,1,electronics,tablet,0
TXN000501,2024-01-18 21:08:15,10.31,emma.wilson443@hotmail.com,hotmail.com,AU,AU,AU,601611,paypal,1915,2,jewelry,tablet,0
TXN000502,2024-05-11 03:48:35,98.43,anna.brown848@mail.com,mail.com,CA,CA,CA,424242,bank_transfer,1608,2,beauty,desktop,0
TXN000503,2024-07-18 16:14:55,39.29,anna.lee15@hotmail.com,hotmail.com,CO,CO,CO,601611,credit_card,301,1,jewelry,desktop,0
TXN000504,2024-06-09 06:29:40,26.06,anna.lee283@protonmail.com,protonmail.com,AR,AR,AR,540540,credit_card,1676,0,clothing,mobile,0
TXN000505,2024-08-11 12:33:03,141.67,peter.jones513@protonmail.com,protonmail.com,CO,CO,CO,448100,bank_transfer,1065,1,jewelry,tablet,0
TXN000506,2024-03-06 19:47:48,509.09,mike.smith29@icloud.com,icloud.com,AU,AU,AU,424242,paypal,466,2,books,tablet,0
TXN000507,2024-06-10 06:12:17,79.71,mike.martinez857@gmx.com,gmx.com,BR,BR,BR,532532,debit_card,703,0,beauty,desktop,0
TXN000508,2024-10-03 03:04:44,341.88,ana.martinez785@yahoo.com,yahoo.com,CO,CO,CO,601109,credit_card,1826,2,books,mobile,0
TXN000509,2024-05-01 18:20:46,48.33,alex.martinez677@protonmail.com,protonmail.com,FR,FR,FR,373737,paypal,428,2,electronics,mobile,0
TXN000510,2024-02-27 07:25:09,192.93,maria.davis232@yahoo.com,yahoo.com,AR,AR,AR,601109,bank_transfer,1847,2,home_appliances,desktop,0
TXN000511,2024-11-05 10:17:21,224.59,ana.garcia814@outlook.com,outlook.com,CO,CO,CO,540540,credit_card,1826,2,clothing,mobile,0
TXN000512,2024-10-11 01:55:50,87.63,alex.lee977@hotmail.com,hotmail.com,GB,GB,GB,448100,bank_transfer,240,0,books,tablet,0
TXN000513,2024-09-05 08:24:07,130.71,maria.smith166@yahoo.com,yahoo.com,GB,GB,GB,540540,credit_card,343,1,sporting_goods,mobile,0
TXN000514,2024-10-18 06:32:55,49.37,luis.garcia778@gmx.com,gmx.com,CA,CA,CA,411111,paypal,1078,0,beauty,tablet,0
TXN000515,2024-10-11 06:27:27,65.01,luis.johnson366@yahoo.com,yahoo.com,DE,DE,DE,373737,paypal,1491,2,sporting_goods,tablet,0
TXN000516,2024-09-29 12:13:27,85.74,david.rodriguez103@icloud.com,icloud.com,FR,FR,FR,540540,credit_card,71,2,home_appliances,desktop,0
TXN000517,2024-07-04 22:36:09,116.99,chris.brown673@hotmail.com,hotmail.com,MX,MX,MX,411111,paypal,327,2,prepaid_card,mobile,0
TXN000518,2024-01-08 02:08:37,35.56,jane.rodriguez832@icloud.com,icloud.com,DE,DE,DE,424242,bank_transfer,327,2,sporting_goods,mobile,0
TXN000519,2024-08-05 22:24:18,51.28,chris.smith375@icloud.com,icloud.com,MX,MX,MX,532532,paypal,689,0,prepaid_card,desktop,0
TXN000520,2024-04-09 16:38:48,78.59,david.brown439@mail.com,mail.com,US,US,US,448100,credit_card,1597,0,books,mobile,0
TXN000521,2024-10-09 06:06:20,54.44,mike.garcia297@yahoo.com,yahoo.com,DE,DE,DE,373737,bank_transfer,234,2,prepaid_card,mobile,0
TXN000522,2024-06-19 22:38:19,64.08,anna.brown895@yahoo.com,yahoo.com,FR,FR,FR,532532,credit_card,1216,1,beauty,desktop,0
TXN000523,2024-11-26 10:13:15,38.92,mike.wilson610@hotmail.com,hotmail.com,GB,GB,GB,532532,bank_transfer,1985,0,sporting_goods,desktop,0
TXN000524,2024-08-05 08:58:07,144.83,ana.johnson516@mail.com,mail.com,AR,AR,AR,601611,debit_card,1998,2,books,desktop,0
TXN000525,2024-07-19 22:40:09,52.6,jane.davis138@gmx.com,gmx.com,AR,AR,AR,601611,debit_card,504,2,electronics,desktop,0
TXN000526,2024-12-01 12:23:08,34.45,alex.garcia861@hotmail.com,hotmail.com,FR,FR,FR,601611,bank_transfer,973,1,books,tablet,0
TXN000527,2024-06-22 09:33:33,79.85,david.garcia700@yahoo.com,yahoo.com,AU,AU,AU,448100,debit_card,626,1,prepaid_card,desktop,0
TXN000528,2024-05-17 02:18:29,55.5,alex.jones16@yahoo.com,yahoo.com,BR,BR,BR,424242,paypal,1848,2,jewelry,mobile,0
TXN000529,2024-05-15 14:28:52,242.87,john.brown723@icloud.com,icloud.com,AU,AU,AU,373737,debit_card,38,1,jewelry,desktop,0
TXN000530,2024-11-15 09:12:15,122.43,tom.garcia167@hotmail.com,hotmail.com,MX,MX,MX,540540,credit_card,1172,0,jewelry,desktop,0
TXN000531,2024-10-03 00:57:29,59.43,mike.jones724@icloud.com,icloud.com,US,US,US,601109,credit_card,1822,2,electronics,mobile,0
TXN000532,2024-02-29 15:38:26,149.9,jane.smith359@hotmail.com,hotmail.com,US,US,US,601109,paypal,1781,2,home_appliances,desktop,0
TXN000533,2024-06-28 18:12:25,66.89,david.jones124@icloud.com,icloud.com,MX,MX,MX,411111,debit_card,661,0,clothing,mobile,0
TXN000534,2024-05-15 12:25:01,95.83,david.johnson757@icloud.com,icloud.com,FR,FR,FR,540540,credit_card,250,0,books,mobile,0
TXN000535,2024-08-24 01:05:47,92.29,emma.davis154@icloud.com,icloud.com,CA,CA,CA,532532,debit_card,662,2,clothing,mobile,0
TXN000536,2024-01-20 01:59:25,31.97,anna.jones886@icloud.com,icloud.com,AU,AU,AU,601109,bank_transfer,1808,1,sporting_goods,mobile,0
TXN000537,2024-09-17 15:42:59,80.1,tom.jones419@gmail.com,gmail.com,FR,FR,FR,540540,bank_transfer,267,1,home_appliances,tablet,0
TXN000538,2024-09-28 00:12:22,23.16,chris.smith879@protonmail.com,protonmail.com,GB,GB,GB,540540,bank_transfer,867,1,prepaid_card,mobile,0
TXN000539,2024-03-23 16:51:40,222.03,john.jones482@mail.com,mail.com,FR,FR,FR,532532,paypal,957,0,prepaid_card,tablet,0
TXN000540,2024-02-24 23:43:05,47.87,alex.davis131@outlook.com,outlook.com,GB,GB,GB,601109,debit_card,1234,0,home_appliances,desktop,0
TXN000541,2024-08-17 01:12:15,58.35,david.jones100@outlook.com,outlook.com,BR,BR,BR,448100,bank_transfer,1833,1,books,tablet,0
TXN000542,2024-04-03 19:29:43,206.7,david.brown444@protonmail.com,protonmail.com,AR,AR,AR,601611,paypal,680,1,sporting_goods,desktop,0
TXN000543,2024-12-09 16:13:32,17.43,jane.johnson505@yahoo.com,yahoo.com,MX,MX,MX,532532,bank_transfer,197,0,prepaid_card,mobile,0
TXN000544,2024-10-09 23:02:35,438.71,mike.rodriguez350@gmx.com,gmx.com,CO,CO,CO,448100,credit_card,360,0,books,desktop,0
TXN000545,2024-12-14 13:54:51,61.98,john.jones195@icloud.com,icloud.com,BR,BR,BR,448100,debit_card,1731,1,jewelry,desktop,0
TXN000546,2024-07-14 04:07:06,35.7,maria.wilson911@mail.com,mail.com,AR,AR,AR,601611,debit_card,1919,2,beauty,tablet,0
TXN000547,2024-12-08 13:05:45,342.42,ana.martinez487@icloud.com,icloud.com,AR,AR,AR,424242,credit_card,1390,1,prepaid_card,mobile,0
TXN000548,2024-01-06 02:24:03,75.43,alex.wilson68@protonmail.com,protonmail.com,FR,FR,FR,540540,credit_card,1387,0,jewelry,tablet,0
TXN000549,2024-04-15 19:49:49,49.47,maria.rodriguez149@gmail.com,gmail.com,AU,AU,AU,601611,debit_card,746,1,beauty,tablet,0
TXN000550,2024-01-01 19:34:49,149.25,mike.rodriguez716@yahoo.com,yahoo.com,CA,CA,CA,411111,bank_transfer,866,2,beauty,mobile,0
TXN000551,2024-09-04 07:24:21,181.63,ana.smith106@icloud.com,icloud.com,DE,DE,DE,411111,credit_card,280,2,books,desktop,0
